969	820
161	12
46	103
923	1066
722	573
293	144
327	178
173	24
861	745
1005	856
1	96
440	565
1224	1140
1127	1224
597	448
772	866
60	209
472	325
472	325
601	750
286	161
675	824
688	837
904	755
904	755
124	273
1	113
1	113
954	805
16	165
757	608
159	308
743	892
103	252
1134	1224
1083	934
499	350
92	241
415	530
605	754
1014	1163
893	744
389	240
1007	908
1030	1179
1004	855
1004	855
379	528
975	828
622	473
1224	1093
369	260
30	1
448	597
583	541
912	1056
1005	856
868	719
296	147
1190	1090
1207	1058
1100	1224
1222	1073
1046	897
262	113
847	698
216	365
457	606
61	1
123	1
137	230
636	785
54	1
635	486
286	137
286	137
1224	1076
963	814
259	408
259	408
139	2
297	446
962	850
835	984
835	984
1119	970
684	535
684	535
109	258
465	614
663	514
983	1132
625	774
1	107
624	773
963	814
365	514
397	546
1075	926
1075	926
817	966
817	966
558	409
713	564
10	159
263	114
442	293
508	657
508	657
983	834
983	834
1	43
164	15
335	478
1005	856
1224	1110
1224	1139
975	826
992	1141
437	586
1162	1224
400	251
294	195
403	255
1162	1224
201	332
642	527
434	285
552	403
552	403
611	760
286	161
180	329
348	199
572	432
829	978
679	530
937	1086
292	143
292	143
1	77
1003	1152
5	131
920	771
709	799
709	799
1151	1224
238	89
878	1027
297	445
1155	1224
692	841
845	696
305	156
788	639
395	544
700	849
598	747
487	636
907	758
726	577
730	581
1096	947
1065	1214
236	286
581	730
1070	1219
1223	1074
605	754
709	858
271	420
1173	1063
75	224
28	1
348	497
951	802
942	793
552	403
428	279
183	332
873	969
1224	1163
1029	880
838	689
535	684
1177	1224
456	307
1179	1030
1224	1134
1224	1163
923	1072
920	771
103	252
1	131
460	311
47	1
316	427
770	622
770	622
25	174
607	458
1224	1101
156	298
886	737
1	112
1	112
907	1056
593	444
180	31
1224	1089
1224	1089
1224	1089
489	340
926	1075
34	183
926	1075
1212	1063
163	14
38	187
377	526
403	254
687	833
1002	1151
1027	1176
1172	1224
467	318
442	295
961	1110
949	1098
1105	980
1047	898
955	806
577	454
750	601
148	1
858	1007
280	401
394	245
559	708
1	124
103	46
1066	923
428	577
103	252
110	259
24	173
745	865
618	767
156	7
564	440
1061	1210
374	523
866	772
83	1
363	214
227	376
227	376
777	628
161	286
1014	865
1065	916
637	786
637	786
343	194
388	239
388	239
611	760
490	340
391	540
895	746
499	350
241	389
427	278
530	415
859	710
131	280
908	1009
1210	1061
716	865
716	865
560	411
733	881
187	335
927	1076
260	376
1	30
654	505
541	583
1056	911
624	773
638	787
1092	1196
1010	1159
637	786
1	95
690	839
513	364
748	599
230	137
1094	945
1	54
412	561
128	277
128	277
171	22
1040	1189
416	565
602	453
602	453
3	139
588	439
855	962
1013	864
1013	864
1122	1224
1122	1224
750	899
378	527
378	527
387	238
500	649
1224	1080
1064	915
135	1
859	710
548	697
1069	1218
619	470
567	418
1170	1021
1170	1021
370	519
425	276
1	62
847	698
847	698
1182	1224
593	742
593	742
125	1
12	161
478	335
618	767
1080	1224
1067	1216
897	1046
733	882
888	739
85	234
195	294
91	238
332	200
527	643
86	235
351	500
351	500
967	818
1174	1224
147	1
1060	1209
161	287
485	336
18	167
432	576
1135	986
447	596
1222	1073
129	278
129	278
77	1
1224	1153
131	4
623	772
799	709
799	709
481	333
1079	930
533	682
1	38
343	492
661	512
881	732
809	660
708	857
543	692
674	823
286	236
882	734
877	1026
859	710
389	240
1063	1174
237	88
1	28
724	575
757	906
564	713
351	500
107	256
634	485
969	873
1118	1224
115	264
1026	1175
1142	1224
932	1081
810	959
61	1
1223	1074
727	876
371	502
436	287
146	1
1	47
427	315
290	439
290	439
363	214
41	190
1021	1170
298	155
700	849
442	293
442	293
1224	1150
1	58
925	1074
925	1074
925	1074
230	379
1213	1064
441	292
1213	1064
892	1041
266	117
655	506
87	236
114	1
1224	1197
219	368
1	92
983	1105
782	931
652	801
86	1
454	577
431	580
401	275
36	185
197	48
735	884
1165	1224
413	562
559	692
978	1127
1173	1024
1106	1224
1043	1192
934	785
379	230
155	304
168	273
700	849
1	106
1117	968
367	486
1204	1063
700	551
321	172
190	41
362	274
1160	1011
962	813
1224	1138
1224	1138
1	91
965	816
55	1
735	884
1183	1224
1069	1218
618	469
311	417
342	193
1011	1157
61	1
455	306
288	437
445	296
286	137
82	230
554	703
381	530
1173	1224
1015	866
894	745
230	379
882	1031
1156	1224
823	972
332	481
681	532
566	715
691	542
343	194
1079	930
780	929
1224	1144
219	70
778	927
724	575
79	1
88	1
866	999
918	769
1122	1224
5	133
1	132
1212	1063
1001	852
1224	1180
465	614
79	1
450	599
450	599
1224	1160
862	1011
1131	982
307	158
236	87
118	1
617	700
287	355
121	270
825	974
216	67
216	67
404	255
158	9
158	9
1	148
1007	858
763	614
1002	853
153	4
740	889
263	114
1157	1051
1047	1196
223	74
1	118
107	256
602	453
648	586
970	821
932	783
57	1
932	783
144	1
967	1005
350	211
489	340
835	701
519	370
271	420
748	599
323	177
1	49
788	937
439	290
115	242
1029	1112
1095	1224
1189	1224
507	656
1	51
512	363
908	1057
681	830
54	1
309	458
279	428
515	664
347	228
548	697
580	431
451	600
337	486
740	591
202	53
997	848
286	137
1	59
285	166
1117	1224
820	969
228	377
84	233
839	988
323	174
677	826
877	1026
337	486
359	508
106	255
922	868
235	182
812	663
274	125
934	1083
1224	1131
237	317
912	1026
698	549
698	549
806	657
248	122
231	380
1182	1224
288	362
727	876
1005	856
745	866
625	567
555	406
596	447
666	517
697	548
252	103
874	725
1037	888
839	988
1065	1214
859	1008
830	979
469	618
594	743
566	715
566	715
228	113
410	559
225	76
71	220
1172	1023
553	404
553	404
1224	1144
1224	1182
1100	951
271	122
958	809
838	689
692	559
1224	1167
835	984
1224	1121
1224	1081
604	753
219	368
273	166
958	809
380	231
659	808
486	367
1070	1211
352	501
1	34
274	362
701	850
1102	1224
1102	1224
159	10
508	657
958	809
326	475
170	319
1157	1011
53	1
260	409
492	345
50	199
101	250
230	82
943	794
801	652
860	1009
675	824
521	372
1131	982
1171	1022
688	539
334	483
954	805
421	570
635	784
1050	901
1064	915
569	718
1	69
999	866
732	881
133	4
132	1
972	1121
752	901
1085	1224
820	671
1	79
849	700
1160	1224
86	1
1032	883
864	1013
1	56
700	617
355	284
291	142
1022	873
1	114
1	114
1	34
53	1
205	56
1	63
241	92
772	919
450	599
576	725
948	799
1	124
1051	1157
1224	1081
72	221
249	100
552	404
309	458
586	648
619	768
508	657
631	780
1005	965
213	350
109	256
624	773
701	837
297	446
470	321
568	717
1	30
49	1
1054	905
114	263
438	289
1106	1027
1224	1192
435	286
355	504
135	1
1142	993
826	680
607	458
599	450
987	838
1004	855
304	453
640	491
531	382
566	715
14	163
678	827
101	250
290	141
168	285
1127	978
493	344
288	139
1224	1183
1146	997
1027	878
531	382
540	391
356	209
868	922
595	744
27	176
967	1116
317	237
1026	911
455	604
455	604
615	764
123	248
622	473
362	288
910	761
702	851
866	745
568	626
298	447
991	1140
435	584
397	546
399	548
12	161
421	570
34	1
1164	1015
1213	1064
809	660
852	703
1022	873
1022	873
113	228
675	526
1	49
35	1
365	216
814	963
402	551
402	551
933	1082
1125	1224
946	1095
1224	1175
1072	1221
113	1
1094	945
231	380
1222	1073
1224	1160
293	442
909	1058
816	965
816	965
415	266
421	272
1130	981
581	432
1224	1178
1224	1178
215	364
845	696
902	753
902	753
869	1018
252	401
1059	1208
67	216
242	387
1026	1175
1	123
374	523
883	734
1	90
1178	1029
728	862
379	528
220	71
647	498
253	104
171	320
634	664
820	969
1117	1224
1044	1193
359	210
484	633
1056	907
1083	1224
623	770
899	1048
1	110
153	302
831	980
767	618
1087	1224
819	670
233	382
541	690
1	144
235	384
1224	1081
970	1119
692	841
1014	1163
1138	1224
1048	899
383	532
634	485
1221	1072
459	608
282	431
254	105
913	764
705	608
792	878
1	97
286	435
1	71
86	1
960	1109
1	37
472	323
877	728
1	63
806	669
334	483
238	89
173	322
267	118
865	1014
775	626
562	413
292	147
142	291
1166	1037
1224	1180
812	961
403	552
897	748
291	187
296	147
222	371
421	570
1224	1082
1	38
741	890
143	1
250	399
740	591
1140	991
311	162
342	193
763	614
456	605
679	828
1163	1014
245	96
1049	900
624	772
959	1108
868	1017
307	158
307	158
361	212
250	101
1	70
742	593
1045	1194
1211	1062
991	1140
934	785
1224	1094
1	133
383	532
1224	1195
670	798
955	806
251	103
77	1
800	949
927	778
1009	1148
376	525
1197	1224
742	891
700	551
273	138
1098	1162
122	271
1137	1224
581	432
1	49
1054	1203
541	690
740	591
95	244
1	133
34	1
126	275
88	1
1224	1108
61	210
837	985
631	482
824	675
445	594
288	139
742	593
1224	1190
225	76
233	382
266	117
693	842
347	198
367	218
63	212
572	721
425	276
219	368
1	58
1149	1224
877	728
472	323
1	124
1116	1224
1197	1224
448	299
1088	939
183	34
676	527
1224	1158
1204	1055
1204	1055
707	805
998	1147
860	711
860	711
634	783
1049	1198
490	341
240	91
1	97
824	675
163	100
755	904
1013	1162
794	943
472	323
588	439
156	304
541	392
861	714
1149	1000
1088	939
811	960
335	484
616	765
143	1
341	192
154	303
1069	1218
526	675
526	675
264	413
488	637
488	637
488	637
47	196
1138	1224
89	238
435	286
471	620
614	692
1123	1224
204	55
140	289
56	205
993	1142
780	631
528	379
642	493
193	44
28	177
365	216
990	1139
1011	862
368	517
1110	1224
346	197
868	719
669	520
919	770
800	949
455	535
901	1050
828	977
283	432
35	1
697	548
627	478
1184	1224
701	554
216	365
847	698
79	228
441	292
1150	1224
905	1054
485	336
1051	1200
606	457
1222	1073
1224	1081
1224	1081
181	330
65	214
947	1096
311	460
1112	1224
1112	1224
580	431
442	591
161	14
598	747
598	747
659	807
619	470
481	332
387	242
1084	1221
1224	1189
247	98
689	540
389	538
274	125
947	1096
858	728
704	555
1	56
404	553
664	634
1132	983
1194	1045
1	126
832	683
1	57
906	1055
849	700
1057	908
294	145
490	341
50	1
1048	899
536	685
600	452
693	544
175	26
624	475
1016	1165
1224	1154
940	791
1224	1146
1224	1188
871	1020
171	320
1029	1178
645	496
486	337
689	838
608	705
878	789
99	1
450	301
253	104
1	34
1224	1081
130	1
87	236
710	859
310	161
669	806
581	432
1127	1224
1151	1002
619	768
317	467
147	292
499	350
811	960
1084	1224
1224	1082
730	879
535	386
732	583
967	1116
39	1
929	1015
507	358
574	723
782	931
152	301
496	645
539	688
837	688
704	853
1173	1024
974	1123
971	1120
1	58
835	984
33	1
772	624
1128	1224
1133	984
1036	887
87	236
87	236
71	1
373	521
1213	1064
772	920
1195	1046
497	646
897	1046
87	1
419	270
735	586
1195	1224
796	670
692	841
71	219
1165	1016
1148	1009
528	379
1224	1197
1199	1051
390	539
141	273
1161	1098
343	194
311	460
307	158
791	642
340	489
414	265
419	270
416	267
1	82
931	1074
321	172
1079	930
1132	1224
179	328
767	618
53	202
457	606
1185	1224
521	372
1	70
915	766
50	199
517	368
857	708
263	412
633	484
283	134
660	809
169	318
344	195
120	269
1210	1061
516	665
489	638
1162	1224
986	1135
986	1135
805	701
1197	1048
693	842
693	842
1059	910
272	421
30	179
510	657
100	163
977	828
1224	1154
974	825
78	227
247	396
470	326
266	415
441	590
972	1121
678	797
689	651
1217	1068
723	574
804	655
102	251
519	370
749	600
749	600
525	376
638	489
638	489
638	489
371	222
130	1
130	1
